"Burke","Buyea","Cemetery","Garoga","Getman","Goff","Klinko","Long Point","Nichols Pond","Otsungo","Smith","Chaumont","Durham","Frank","Heath","Matteson","Morse","Mud Creek","Potaki","St Lawrence","Swarthout","Whitford","Lawson","Nott","Chicoutimi","Masson","Salem","Steward","Sugarbush","Summerstown","Boyle-Atkinson","Damiani","Draper","Dunsmore","Fournier","Hardrock","Hidden Springs","Jarrett-Lahmer","Joseph Picard","Keffer","Lite","O-M-G","Parsons","Payne","Quackenbush","Rumney Bay","Spang","Waupoos","Buffum","Atwell","Barnes","Belcher","Cayadutta","Cromwell","Ganada","Richmond Mills","Temperance House","Wormuth","Hanes","27VII","Cleary","Dawson","Glenbrook","Mailhot-Curran","Maynard-McKeown","Roebuck","Augoutenc","Aurora","Copeland","Coulter","Emmerson Springs","Goodeve","Kirche","Mantle","Seed-Barker","White","Woodbridge"
"Payne",78.2608695652174,49.2517006802721,32.6275510204082,29.3006191240541,22.3809523809524,66.530612244898,78.265306122449,67.2484166080225,41.8982050651586,19.7075845263479,38.1964878974846,93.6659108087679,71.8917679431323,88.8472145615003,76.2152133580705,131.269841269841,81.4991417127599,113.553113553114,65.6487780297304,131.940658182092,104.797015580426,91.6130835896002,77.5347403918832,77.5510204081633,112.894935752079,52.8923293455313,77.3104073392479,90.2947845804989,83.8385691355194,91.8367346938776,103.587190973951,96.2023070097604,99.7808444620916,93.6699303999056,99.3739114901978,119.738632295023,107.124304267161,110.265424088711,113.854588907894,110.103924305879,109.138321995465,136.377551020408,118.565390653303,200,117.669105378,129.795918367347,90.7362724095163,104.746617748223,107.092272806559,106.485260770975,30.1196340605208,92.4489795918367,59.8786541643684,55.8436332279391,19.8794063079777,96.5120593692022,89.6389324960754,29.1529214425496,90.717377860235,82.8885400313972,108.112244897959,88.381718884737,73.2313943541488,79.1126885536823,53.821609862219,52.9356496914835,82.4576639166305,92.687074829932,107.482993197279,111.830323752538,99.2264877979164,107.265306122449,109.561636313718,109.786848072562,112.234991083812,131.813186813187,118.767006802721
"Quackenbush",63.0298058517911,36.1545372866128,28.7735849056604,19.5039219843121,9.32914046121593,81.8508535489668,102.955974842767,101.694705208043,44.7374403273471,9.74373415939172,39.2387011847301,115.071045888656,75.5847643276094,97.841237463879,91.8467695826186,132.180293501048,83.4597072826662,110.88534107402,83.1586303284416,141.711341641718,125.502130249544,117.213750323081,113.707466537655,114.285714285714,109.014675052411,45.152895250488,62.185428781838,77.7777777777778,98.5442724895767,110.730329867796,151.710385028379,128.2081331302,134.100962249201,140.662376849529,129.565253292597,127.739159218802,138.93653516295,149.656451085178,174.256439139571,137.485232759033,155.702306079665,143.946540880503,147.973651892375,117.669105378,200,141.913746630728,127.937037423121,103.921984312063,141.525560393485,95.0104821802935,31.3597918022121,120.68324757004,55.1249362570117,72.7965275932324,8.31903945111492,123.523646165156,77.7455249153362,28.4311191522357,130.646083476272,62.2157716497339,119.350853548967,60.093896713615,85.4757466199676,64.0316205533597,33.7228234843406,66.5004552022518,79.4058610999598,136.100628930818,138.259530227185,146.932727452336,134.608787438976,109.987421383648,143.176241644809,145.686732554657,136.355864932527,142.912433478471,142.754192872117
"Rumney Bay",79.1925465838509,46.6666666666667,39.2857142857143,35.6340288924559,22.2222222222222,90.4761904761905,109.285714285714,97.0443349753695,55.249569707401,20.2558635394456,53.8205980066445,116.931216931217,81.3001605136437,93.4362934362934,94.8051948051948,138.095238095238,87.1161548731642,124.908424908425,85.0970017636684,144.043226146547,129.646697388633,115.753424657534,85.978835978836,90,101.058201058201,59.35960591133,72.5181054925335,93.6507936507936,96.3884430176565,104.081632653061,113.704994192799,98.1366459627329,101.261428948725,120.066061106524,109.643638637074,140.100250626566,103.896103896104,112.881915772089,139.060193537806,100.951346879686,125.555555555556,136.785714285714,111.665257819104,129.795918367347,141.913746630728,200,92.3441199684294,114.018191546281,108.547008547009,116.507936507937,48.768472906404,119.155844155844,68.3397683397683,65.1911468812877,21.1038961038961,126.623376623377,103.846153846154,46.0861056751468,91.1255411255411,75.2747252747253,123.214285714286,72.3004694835681,85.1903336184773,79.0796160361378,42.675852066715,63.6311895276039,93.0091185410334,93.0952380952381,112.585034013605,114.51009723261,96.6033966033966,116.857142857143,108.135810377963,112.31746031746,106.796116504854,141.208791208791,114.583333333333
"Spang",40.8599567619505,29.4290976058932,12.8798342541436,13.2120760651396,4.41988950276243,30.9918442515128,36.6298342541436,37.1717061753259,26.4594288757239,4.97237569060775,17.5318000770911,68.0990382647841,35.8060711403563,41.2722114379573,34.4550477147162,91.6206261510129,32.2042649868333,64.697549227936,25.4416479094195,83.931010580824,65.2468365710212,54.0452584575796,121.564275707922,110.228887134964,85.9013709842439,22.6328824538007,40.8014395871597,50.5217925107428,51.0118567260538,66.961701807795,134.096932129542,140.111869874061,181.50657180837,99.2686743525053,132.739340159822,114.84927789086,158.434383296262,153.661418580142,147.940070154963,145.558814884134,145.957642725599,121.629834254144,139.063061884991,90.7362724095163,127.937037423121,92.3441199684294,200,57.5661638421586,125.966850828729,57.7286678944137,12.9738997904363,52.021597187343,40.0477825892191,35.9582911835655,6.75539929683575,56.1455119466169,44.5388865278368,7.1596155301597,126.37702996819,36.2940926476838,78.0584056827151,51.4797810805904,38.4126774076157,44.4129015351691,24.7693300053285,24.9795171676706,132.502644880686,127.633517495396,133.279963919269,158.019727517283,129.610168836688,157.348066298343,152.079875133167,134.646321143559,128.259936705466,128.336166595835,126.803253529773
"Waupoos",78.4074255007328,44.4943820224719,51.2172284644195,23.2209737827715,18.601747815231,67.0947030497592,125.880149812734,84.4264865961883,47.8678759983755,11.9570685896361,38.7400923264524,116.909418782078,92.8838951310861,109.86941998178,97.8311201906708,120.287141073658,99.5134586439847,142.149236531259,94.2849216257456,122.105670494907,126.156820103902,108.942588887179,51.7494157943596,52.9052969502408,112.026633374948,63.1021567867751,101.343374617529,113.340467273052,98.12734082397,89.5857219292211,79.9305745866448,69.7164258962012,67.7335828673529,91.1736052477755,83.5910800776928,108.348117484723,70.4168490685345,86.7744798770323,94.8988850045365,70.7226715790929,91.3046192259675,123.436329588015,95.9067437891984,104.746617748223,103.921984312063,114.018191546281,57.5661638421586,200,99.8559492941515,110.162297128589,34.0178225493995,129.162410623085,55.8153659277255,64.1557208419053,11.3125638406537,129.996595165134,86.4592336502449,25.4476425016674,64.6578140960163,92.5957937193892,112.754146602461,101.155246083241,86.7812128551885,102.941481251203,50.2043765090591,69.9384733226893,66.6985417164714,70.1123595505618,92.2510127646564,79.2085808969155,74.3144495953485,75.2659176029963,75.375791471423,81.7934724451578,88.3695138358605,95.9161624891962,107.529650436954
"Buffum",68.6361947231512,30.0854700854701,14.7970085470085,15.7303370786517,5.55555555555557,41.8803418803419,82.991452991453,60.7637573154815,37.1537431778396,5.97014925373134,22.6048499304313,77.6828110161444,56.2758090847979,66.2970662970663,54.9106449106449,125.213675213675,52.6319993609713,105.982905982906,49.002849002849,104.487967956603,95.8367797077474,64.7113921086524,144.729344729345,113.699633699634,108.831908831909,27.5272620100206,48.3716970930968,66.9108669108669,62.9693652165562,76.8881911739055,159.933291640609,149.954876041833,133.676748660462,106.763499827084,152.520151863697,97.1434997750787,148.873348873349,150.165505656835,135.757111876515,155.831175700883,142.991452991453,150.363247863248,161.998685075608,107.092272806559,141.525560393485,108.547008547009,125.966850828729,99.8559492941515,200,87.5213675213675,17.2119068670793,99.5920745920746,41.2566412566412,28.7709160948598,4.54545454545456,93.7839937839938,72.6495726495726,11.2867345744058,164.801864801865,41.8803418803419,76.6330891330891,54.4600938967136,49.9635344695225,51.6401472923212,26.261443012712,34.5387680049035,62.9932715039098,167.008547008547,120.697714983429,149.384704882087,162.082362082362,94.0854700854701,162.835843777548,169.680097680098,181.453821259647,137.606837606838,168.696581196581
"Atwell",118.937198067633,93.3333333333333,94.3055555555556,75.3558052434457,40,97.1428571428571,89.4444444444444,72.9501915708812,101.151271753681,74.1293532338309,77.2093023255814,111.604938271605,112.009987515605,115.315315315315,122.626262626263,134.444444444444,132.336448598131,125.128205128205,108.148148148148,123.542435424354,140.215053763441,132.48097412481,57.1509971509971,59.047619047619,91.8518518518518,66.0536398467433,112.959473605503,98.4126984126984,121.660424469413,107.845804988662,75.6639566395664,69.3857832988268,67.93986168579,85.9601798330122,86.3749088256747,100.058479532164,70.966810966811,92.2414900449582,88.2510524301569,80.9410061527325,82.7777777777778,108.888888888889,90.6245890861275,106.485260770975,95.0104821802935,116.507936507937,57.7286678944137,110.162297128589,87.5213675213675,200,80.4597701149425,110.252525252525,82.4624624624625,81.8153364632238,75.7575757575758,115.670995670996,126.153846153846,82.8006088280061,73.1313131313131,80.5128205128205,111.269841269841,86.3223787167449,116.610113107119,92.7711901624945,58.2515510434292,93.3687472332891,61.6548463356974,73.3333333333333,85.3514739229025,80.826061663758,72.6651126651127,74.6666666666667,76.0189337319382,83.5555555555556,78.9536138079827,101.153846153846,101.944444444444
"Barnes",70.6896551724138,110.935960591133,110.775862068966,85.1737052821904,29.1187739463602,58.2922824302135,42.5862068965517,36.4532019704434,134.358122143747,84.5084920226454,74.0176423416199,44.8701575138357,56.7996900426191,49.2078285181733,77.5862068965517,41.5708812260536,105.156300354496,37.842617152962,67.0923797360579,35.7042880773635,51.2421208750463,67.312234293812,18.0666077217801,19.5073891625616,13.7931034482759,51.7241379310345,73.0774585789205,41.3245758073344,65.788454087563,51.7358667604973,29.2122231567143,17.4555579353181,21.8626578954558,26.470001993223,31.2985739077945,27.5862068965517,20.2866099417824,21.3075543153279,28.9639336474128,19.7810975077065,28.2375478927203,23.7931034482759,22.0771271169149,30.1196340605208,31.3597918022121,48.768472906404,12.9738997904363,34.0178225493995,17.2119068670793,80.4597701149425,200,41.2225705329154,81.3606710158434,50.1214181641573,97.8056426332288,48.3654276757725,116.710875331565,100.141709966934,13.7931034482759,49.867374005305,54.371921182266,29.1403593977659,81.4035721660128,42.6059697424015,35.6205146157886,108.861107294958,26.0454878943507,17.1264367816092,25.0856204550786,22.1700667990612,19.3875090426815,28.6896551724138,20.519560847379,21.4121510673235,17.191161700703,21.4854111405836,22.8208812260536
"Belcher",83.00395256917,44.1125541125541,34.6590909090909,33.9121552604699,17.9292929292929,103.896103896104,159.545454545455,128.381101656964,56.8729463307777,21.8792401628223,53.6997885835095,119.135802469136,89.9897854954035,137.592137592138,116.363636363636,116.666666666667,92.4171622769754,131.410256410256,98.0359147025814,131.063401543106,127.663734115347,140.909090909091,48.025123025123,48.8961038961039,72.8114478114478,50.3918495297806,72.9454708593336,85.2813852813853,116.930541368744,125.989486703772,77.3281596452328,56.2252964426877,60.0671073798109,100.394114555964,63.5319275910086,105.901116427432,61.3636363636364,73.2396216500263,97.1427825905438,65.1070970289211,91.010101010101,105.681818181818,71.5841850457235,92.4489795918367,120.68324757004,119.155844155844,52.021597187343,129.162410623085,99.5920745920746,110.252525252525,41.2225705329154,200,64.987714987715,76.696542893726,22.7272727272727,167.857142857143,98.2517482517483,42.8393524283935,65.9090909090909,62.9370629370629,103.246753246753,61.4276568501921,104.130375612412,71.8379446640316,39.0632210429165,76.2887842569117,55.9477756286267,67.7272727272727,62.6376004947433,72.5011899095669,65.5594405594406,61.8484848484848,68.5181410517733,74.6738816738817,82.0167696381289,91.9580419580419,84.1540404040404
"Cayadutta",98.7661574618096,89.5752895752896,72.804054054054,82.6196983500354,49.3993993993994,80.6949806949807,56.2162162162162,46.0258287844495,97.4275480299577,88.3017345703913,131.615336266499,61.4614614614615,58.0321894928636,62.1621621621622,72.4570024570025,73.8738738738739,71.9878757261935,56.4795564795565,66.2996329662996,61.6834546723846,69.1659401336821,79.1188448722695,47.3781473781474,48.957528957529,37.8378378378378,62.255358807083,72.7086440410801,64.8219648219648,72.8363194655329,64.2029784886928,52.977367611514,47.1546080241732,46.5181794172022,59.8344008748633,54.3260985274114,54.0540540540541,44.3313443313443,49.3985314794563,54.5660471033605,46.9583590104763,51.7267267267267,53.0405405405405,46.1218615064769,59.8786541643684,55.1249362570117,68.3397683397683,40.0477825892191,55.8153659277255,41.2566412566412,82.4624624624625,81.3606710158434,64.987714987715,200,118.043395508184,75.3071253071253,69.5331695331695,77.962577962578,102.739726027397,39.3529893529893,61.3305613305613,73.7934362934363,74.3687349321152,67.2883961806118,72.2145069971157,59.1850733982714,47.4761614203845,52.7314548591144,41.1711711711712,51.8330575473433,49.3561624451677,44.8308448308448,51.2072072072072,45.6853714701248,47.1076791076791,41.235896090265,47.4532224532225,48.2545045045045
"Cromwell",77.9240661359461,62.2132796780684,61.6197183098592,44.6642401223822,47.4178403755868,85.5801475519785,71.9718309859155,62.1105946020953,67.9110809434923,42.9262140004204,109.474287585981,87.0457311771866,74.8536160784934,103.311762466692,104.04609475032,67.3708920187794,92.8129524812426,62.7663416395811,90.4016692749087,81.5030403825165,80.145388459791,106.270499710592,24.8465149873601,25.4325955734406,36.6197183098592,57.0179698882953,67.7358001756614,58.1265369997764,91.7945877512265,80.9140557631503,51.8035039505324,47.4236724696002,44.9484121916108,54.9051534641374,54.208401393041,53.7929330368174,47.0093286994695,55.1901001384027,58.9996927604664,50.9942754609452,46.5805946791862,53.4859154929578,54.537878156513,55.8436332279391,72.7965275932324,65.1911468812877,35.9582911835655,64.1557208419053,28.7709160948598,81.8153364632238,50.1214181641573,76.696542893726,118.043395508184,200,41.8053777208707,83.1900493872325,54.0628385698808,52.9037237121358,28.3824157063594,70.2058504875406,93.158953722334,59.1549295774648,91.8971915324281,71.0571730779937,65.3535425752484,77.1168845743785,40.9349715313155,35.9859154929578,56.2268851202453,43.5513605191358,35.1226238550182,46.9859154929577,42.4208930714331,44.4229823384753,29.33132777246,42.5243770314193,47.0363849765258
"Ganada",63.8339920948617,96.4502164502164,107.386363636364,142.883895131086,92.6767676767677,56.2770562770563,21.8181818181818,9.77384684281236,100.410733844469,151.797829036635,87.9492600422833,21.2401795735129,36.0316649642492,25.3071253071253,53.6363636363637,28.030303030303,74.5114698385727,14.2191142191142,49.8316498316498,17.150285139215,34.652981427175,48.8169364881694,5.11525511525511,4.54545454545456,4.54545454545456,46.9435736677116,67.4436151555936,22.6911976911977,44.9948927477017,28.6951144094001,6.17147080561716,12.210615471485,10.7607904024842,9.20914345769836,15.5709170479411,4.54545454545456,7.14285714285714,12.0599054125066,6.61204467174616,11.8489454808673,9.09090909090909,7.04545454545453,5.72888649811728,19.8794063079777,8.31903945111492,21.1038961038961,6.75539929683575,11.3125638406537,4.54545454545456,75.7575757575758,97.8056426332288,22.7272727272727,75.3071253071253,41.8053777208707,200,27.2727272727273,65.3846153846154,130.199252801993,6.06060606060606,56.2937062937063,33.1168831168831,44.8676909944516,58.8119216113228,34.3873517786561,52.7226580526073,53.0393577206326,10.9284332688588,4.54545454545456,6.17810760667902,12.3988576868158,4.54545454545456,9.48484848484847,10.8234814512841,10.3867243867244,4.54545454545456,10.3146853146853,4.54545454545456
"Richmond Mills",85.1496329757199,46.0606060606061,30.4383116883117,43.2511308915803,28.3549783549784,109.090909090909,147.337662337662,127.407075682938,58.394617430762,25.4506687342508,59.5967985502869,127.577360910694,86.7941047716329,132.818532818533,118.311688311688,119.76911976912,96.7350406602743,138.561438561439,98.1721981721982,137.139981789428,134.157240608853,133.766233766234,60.972360972361,61.5584415584416,77.6815776815777,52.6645768025078,69.4767323300298,91.7748917748918,115.445790164891,117.779839208411,81.8709745539014,62.9587803500847,67.3318142373517,111.147811725846,73.5684446844184,109.147869674185,66.2337662337662,81.4278207341791,105.52879955865,68.3390442348097,96.6161616161616,103.214285714286,76.4543149158534,96.5120593692022,123.523646165156,126.623376623377,56.1455119466169,129.996595165134,93.7839937839938,115.670995670996,48.3654276757725,167.857142857143,69.5331695331695,83.1900493872325,27.2727272727273,200,93.7062937062937,46.7354563244974,72.0779220779221,68.1318681318681,103.571428571429,74.0198768367783,101.257873862664,84.1897233201581,49.475904805854,72.4817900116705,65.9021829234595,73.051948051948,68.9424860853432,79.9687223770994,71.6283716283716,75.8095238095238,74.5093471550871,81.8585858585859,85.5881982095574,94.2557442557442,90.3228715728716
"Temperance House",115.217391304348,97.8021978021978,70.1923076923077,54.7104580812446,24.3589743589744,82.051282051282,86.1538461538462,69.571807502842,95.2734012974977,55.6831228473019,55.6350626118068,78.5375118708452,94.0363007778738,93.3471933471933,100.34965034965,93.5897435897436,121.207764198418,89.7435897435898,74.9287749287749,86.3184785694011,103.308519437552,103.898840885142,45.2991452991453,49.8901098901099,60.6837606837607,68.7002652519894,108.969182455051,84.4932844932845,110.414866032844,90.5808477237049,65.2282676672921,49.0205446727186,51.9134268319936,73.8550466874166,65.5950176737923,83.6707152496626,56.6433566433566,60.4268563806136,73.3639494833525,51.4908544224505,60.6837606837607,84.2307692307692,65.6804733727811,89.6389324960754,77.7455249153362,103.846153846154,44.5388865278368,86.4592336502449,72.6495726495726,126.153846153846,116.710875331565,98.2517482517483,77.962577962578,54.0628385698808,65.3846153846154,93.7062937062937,200,74.6048472075869,56.6433566433566,76.9230769230769,96.7032967032967,68.6890574214518,113.271533855366,85.162663423533,43.8110113237017,105.043075561004,53.3551554828151,58.4615384615385,68.9377289377289,62.5453080950463,56.6433566433566,65.1282051282051,58.6409106588479,67.7948717948718,72.6288274831964,78.8461538461538,78.0448717948718
"Wormuth",55.2709946396665,90.3848662752772,99.4006849315068,152.74229131394,77.0167427701674,90.737116764514,39.6575342465754,27.6131992712059,93.249711173461,131.915763647516,97.0850589359669,42.4826653137156,57.3803293827921,43.5394298407997,74.6575342465754,44.2922374429224,85.6356420432723,31.4717246224096,72.8056823947235,39.2053783551534,54.7650611282958,73.972602739726,10.1471334348047,14.1682974559687,8.21917808219177,77.7042985356637,74.5097316199291,36.0730593607306,60.5510235493305,46.0674680831237,25.6821472324312,15.1620862758445,14.6421822295277,38.6570591495764,23.0898354365876,31.9033886085076,9.23323252090375,19.2018370417294,28.101851123728,16.1200600895394,24.8477929984779,25.2397260273973,12.207181648699,29.1529214425496,28.4311191522357,46.0861056751468,7.1596155301597,25.4476425016674,11.2867345744058,82.8006088280061,100.141709966934,42.8393524283935,102.739726027397,52.9037237121358,130.199252801993,46.7354563244974,74.6048472075869,200,7.2851805728518,88.3034773445732,56.6780821917808,60.3382854202843,62.5635714871627,57.9674048405436,64.8633613795981,54.7599556113446,17.6333430486739,6.07305936073061,22.6595843816979,24.5714695546152,11.1313344190057,18.7397260273973,15.9684255789668,16.5809958686671,6.62322117302833,17.8345626975764,15.9341704718417
"Hanes",51.4492753623188,26.6666666666667,7.7651515151515,13.1426625808648,5.55555555555554,37.8787878787879,48.1818181818182,48.7236901030004,30.4308141657539,5.97014925373134,21.9873150105708,73.6812570145903,51.2087163772557,55.1597051597051,48.1818181818182,104.545454545455,44.2225998300765,84.2657342657343,40.0112233445567,95.7508665995751,80.791788856305,59.1946865919469,145.104895104895,120.692640692641,99.6632996632997,24.8171368861024,46.2090623598026,60.8946608946609,62.7511065713313,73.469387755102,167.368810051737,164.869188782232,132.018663614755,102.01436328604,156.219746701147,86.3636363636364,146.969696969697,146.30408127518,131.292836516717,157.572467344454,138.989898989899,117.19696969697,157.495069033531,90.717377860235,130.646083476272,91.1255411255411,126.37702996819,64.6578140960163,164.801864801865,73.1313131313131,13.7931034482759,65.9090909090909,39.3529893529893,28.3824157063594,6.06060606060606,72.0779220779221,56.6433566433566,7.2851805728518,200,32.051282051282,74.4588744588745,54.6734955185659,53.7606604971874,49.5388669301713,24.3424088601753,31.8282425852147,59.5744680851064,184.545454545455,118.794063079777,146.898302395685,179.137529137529,93.6969696969697,160.653621415953,165.474747474747,170.550161812298,125.4662004662,152.90404040404
"27VII",85.61872909699,80.5128205128205,59.1346153846154,88.1590319792567,78.2051282051282,74.7252747252747,58.8461538461538,60.1364153088291,50.0463392029657,65.3272101033295,68.1127012522361,83.7606837606838,97.1477960242005,80.8731808731809,99.7902097902098,66.2393162393162,102.228612508986,89.7435897435897,95.5365622032289,83.9057621345444,100,85.8798735511064,19.9430199430199,21.0989010989011,91.1680911680912,85.9416445623342,111.581599199365,100.1221001221,94.3388072601556,75.0654107796965,50.281425891182,48.7816531294792,45.2247286123508,35.3935082258782,56.5224709644841,76.8556005398111,52.8471528471528,59.0929301911961,65.4420206659013,45.8253292129514,51.3247863247863,76.3461538461538,74.5562130177515,82.8885400313972,62.2157716497339,75.2747252747253,36.2940926476838,92.5957937193892,41.8803418803419,80.5128205128205,49.867374005305,62.9370629370629,61.3305613305613,70.2058504875406,56.2937062937063,68.1318681318681,76.9230769230769,88.3034773445732,32.051282051282,200,102.06043956044,119.393282773564,93.833486872409,97.3244147157191,84.1468176493557,90.7344979058126,45.6628477905074,37.051282051282,80.7221350078493,54.8530004027386,41.9580419580419,54.7692307692308,52.5181096929976,50.8131868131868,48.65571321882,65.3846153846154,71.7948717948718
"Cleary",74.611801242236,68.452380952381,72.3214285714286,42.3421615837346,24.0079365079365,105.357142857143,86.4285714285714,80.7266009852217,62.2203098106713,36.0341151385927,57.3504983388704,135.582010582011,110.613964686998,111.245173745174,131.396103896104,113.690476190476,113.200934579439,116.208791208791,103.218694885362,133.730890880337,151.113671274962,131.457925636008,71.4082214082214,75.7142857142857,119.642857142857,73.7684729064039,127.732647567775,112.5,148.41492776886,143.537414965986,101.495354239257,90.6055900621118,87.50393017494,104.428158546656,111.175367302282,110.30701754386,88.961038961039,97.6981833195706,107.222814498934,91.346750426555,94.2460317460317,105.357142857143,104.606931530008,108.112244897959,119.350853548967,123.214285714286,78.0584056827151,112.754146602461,76.6330891330891,111.269841269841,54.371921182266,103.246753246753,73.7934362934363,93.158953722334,33.1168831168831,103.571428571429,96.7032967032967,56.6780821917808,74.4588744588745,102.06043956044,200,105.642186452046,134.602224123182,119.332298136646,54.876722262509,112.078669449187,81.2689969604863,76.4285714285714,127.772108843537,94.1847419596111,87.2002997002997,96.3571428571429,89.3257527226137,89.2460317460317,81.1373092926491,93.6813186813187,107.936507936508
"Dawson",93.5905286793223,87.9678068410463,43.4565727699531,70.311758189587,71.2050078247261,77.7330650570087,51.5962441314554,50.2601817803372,40.7149725663216,70.7588816480975,69.3552789605852,95.8094244479221,79.3479981009653,76.5892653216597,84.4728979940247,78.6384976525822,83.2828748190075,90.1408450704225,69.8139454007999,93.7719799733209,90.4134484325307,85.7032606598495,47.1810922515148,46.9483568075117,97.6525821596244,105.569046462684,127.424032756431,104.784261122289,102.901302948779,83.8076075500623,59.2694377648002,59.7031464147202,58.1993472115966,53.8847729924829,75.2478400673919,71.6827279466272,65.1301749893299,73.9667290835572,63.9769732054786,63.586732119099,64.4209702660407,80.4107981220657,78.3343056365808,88.381718884737,60.093896713615,72.3004694835681,51.4797810805904,101.155246083241,54.4600938967136,86.3223787167449,29.1403593977659,61.4276568501921,74.3687349321152,59.1549295774648,44.8676909944516,74.0198768367783,68.6890574214518,60.3382854202843,54.6734955185659,119.393282773564,105.642186452046,200,97.1729077057153,117.649241960326,101.642000905603,70.7642045277419,52.8318849265808,55.18779342723,88.0022995113538,74.2300223680653,63.7906694244722,67.6431924882629,71.0804437988168,68.8558014755198,61.7416472947719,71.4969302997472,80.1545383411581
"Glenbrook",99.1831554282739,92.7024522383804,92.9640718562874,50.1037251340016,22.3719228210246,105.239520958084,99.8203592814371,92.1650541281968,87.5523050284972,52.6443381892931,58.8967414009191,110.760885636135,115.62100518065,128.598883314452,150.04763200871,85.7119095143047,141.155073031507,99.5182711500077,113.33998669328,106.569149523831,127.286555920417,136.615125912558,40.9571881877271,44.5615911035073,75.8982035928144,64.5932273384266,143.682923520389,98.4198270126414,169.149061427706,138.564707320054,62.555985589796,49.576933090341,47.9881156781428,63.6240524730885,66.9487611210839,73.1392478201492,55.9102574072634,61.6653975286421,73.9515801920843,53.1485075451702,56.2791084497671,71.2724550898204,74.0003720369911,73.2313943541488,85.4757466199676,85.1903336184773,38.4126774076157,86.7812128551885,49.9635344695225,116.610113107119,81.4035721660128,104.130375612412,67.2883961806118,91.8971915324281,58.8119216113228,101.257873862664,113.271533855366,62.5635714871627,53.7606604971874,93.833486872409,134.602224123182,97.1729077057153,200,92.2401244940948,51.0934982826226,143.265991257856,44.5773346923175,53.5229540918164,81.9557823129252,61.3560836442299,54.6381014195385,55.6147704590818,56.8493058725598,58.264756201882,55.8187024010232,67.5264854905573,80.9464404524285
"Mailhot-Curran",63.2411067193676,58.3625070581592,50.1482213438735,48.6417669612589,37.9885814668423,83.9450404667796,67.4110671936759,60.9708132946514,53.3834944521168,32.7591292549112,52.8058645096057,115.590689503733,134.103122085535,94.2420681551116,91.2648221343874,88.6912604303909,88.9180303645968,112.17188608493,117.845117845118,97.5044849262722,109.634918611076,87.3734365693865,48.0085132259045,51.7447769621683,105.314009661836,80.3325609922312,129.773361208787,151.879038835561,108.642359106453,80.817939824151,64.9121115717086,57.9333709768492,55.1699180222052,77.6577029404373,75.975817541796,76.5723597531378,57.5945793337098,69.9741826406818,68.3190916805453,62.4679023631014,67.5801493192798,73.2213438735178,69.9066819468157,79.1126885536823,64.0316205533597,79.0796160361378,44.4129015351691,102.941481251203,51.6401472923212,92.7711901624945,42.6059697424015,71.8379446640316,72.2145069971157,71.0571730779937,34.3873517786561,84.1897233201581,85.162663423533,57.9674048405436,49.5388669301713,97.3244147157191,119.332298136646,117.649241960326,92.2401244940948,200,75.6084348227363,99.5456032698368,52.8382810528971,51.5546772068511,107.313597375709,66.5459512033607,57.4642748555792,68.4690382081687,56.8133075736897,60.3832109919067,49.7889404812157,56.3621161447248,79.5893719806763
"Maynard-McKeown",86.5371882586625,107.154943195552,32.6459390862944,79.0186125211506,114.297800338409,61.8805897993715,41.0406091370558,36.4582030956965,48.3456669316861,78.8468823395712,76.1096682800142,50.6235507927555,48.8735527291393,55.1515982988064,56.5343793262575,50.7614213197969,60.8567768869491,48.2233502538071,51.3630381650686,52.3273456084815,47.4482833906446,57.562061052778,27.9708447221138,28.5569253081943,37.5634517766497,76.7022580080518,71.8728436643871,56.6030134558053,54.2006502024753,41.6347249559722,33.2012710990054,39.1052117161144,35.1796446655819,40.4947037939028,42.6051605593753,36.9667824383293,39.2774737952403,44.2299228309028,35.230524456981,38.7664405091942,35.2650874224478,40.9644670050761,38.7468837293125,53.821609862219,33.7228234843406,42.675852066715,24.7693300053285,50.2043765090591,26.261443012712,58.2515510434292,35.6205146157886,39.0632210429165,59.1850733982714,65.3535425752484,52.7226580526073,49.475904805854,43.8110113237017,64.8633613795981,24.3424088601753,84.1468176493557,54.876722262509,101.642000905603,51.0934982826226,75.6084348227363,200,44.6280304613469,34.1073550059402,33.6379018612521,39.7403225249491,41.0556249501687,32.8919811153314,41.1235194585448,34.8785595593089,41.6379018612521,27.1006850327732,33.4732526356892,40.8488437676255
